Tarif_Adi,Kategori,Malzemeler,Yapilis_Adimlari
Sucuklu Kapuska Yemeği,ana yemek,lahana sucuk soğan havuç pirinç domates salçası acı biber salçası zeytinyağı sıcak su tuz karabiber,"Lahanayı ince ince doğrayın. Yıkayıp, süzün. Sucoğu minik küpler halinde doğrayın. Tencereye zeytinyağı koyun. Üzerine soğan ve havuç ekleyip, 2 dakika kavurun. Domates salçası ve biber salçası ekleyin. Salçayı 1 dakika kadar daha kavurun. Sucoğu koyun. Kepçe yardımı ile sucukları 4-5 kere karıştırın. Lahanaları koyun. Üzerine pirinç serpiştirin. Ardından sıcak su, tuz ve karabiberi de ekleyip, iyice karıştırın. Tencerenin kapağını kapatıp, kaynamaya bırakın. Kaynadıktan sonra kısık ateş üzerinde yaklaşık 35-40 dakika kadar pişirin."
Tavada Haşlanmış Patates Kızartması,ana yemek,patates zeytinyağı sarimsak tozu zerdeçal kırmızı toz biber kekik tuz,"Patatesleri soyup, yıkayın. Patatesleri orta boy derin bir tencere içine alın. Üzerlerine geçecek kadar su döküp, biraz tuz serpiştirin. Patatesleri dağılmayacak şekilde haşlayın. Haşlanmış patateslerin suyunu süzüp, soğumaya bırakın. Soğuduktan sonra patatesleri orta büyüklükte küpler halinde doğrayıp, bir kaba koyun. Küçük bir kase içine 5-6 yemek kaşığı zeytinyağı, damak tadınıza göre kırmızı toz biber, kekik, sarımsak tozu, zerdeçal (isteğe göre) ve tuz ekleyip, iyice karıştırın. Baharatlı yağlı karışımı patateslerin üzerine döküp, spatula yardımı ile güzelce karıştırın. Diğer tarafta yapışmaz geniş bir tava içine yağlı baharatlı patatesleri koyup, tavanın tabanına güzelce yayın. Patatesleri orta ateş üzerinde alt tarafları hafifçe kızarana kadar pişirin. Daha sonra patateslerin diğer tarafını da çevirip, kızarmasını sağlayın."
Taze Barbunya Yemeği,ana yemek,taze barbunya havuç soğan sarımsak zeytinyağı domates salçası toz şeker tuz,Taze barbunyayı haşlayın. Soğanı kavurun. Havuç ve sarımsağı ekleyip kavurun. Domates salçası ekleyip kavurun. Haşlanmış barbunyayı ve şeker ekleyip karıştırın. Kapağını kapatıp 20 dakika pişirin.
Kıymalı Karnabahar Yemeği,ana yemek,orta boy karnabahar kavrulmuş kıyma soğan sarımsak büyük boy havuç domates salçası zeytinyağı tuz karabiber,"Karnabaharı dallarına ayırıp, yıkayın. 1 adet büyük boy havucun kabuğunu soyup, halkalar halinde kesin. Tencereye 1 adet orta boy ince ince doğranmış soğan ve 2 diş ince ince doğranmış sarımsak koyun. Üzerine 4 yemek kaşığı zeytinyağı ekleyip, 1 dakika kadar kavurun. Daha sonra tencereye 250 gr kavrulmuş kıyma ekleyip, karıştırın. 1 yemek kaşığı kadar domates salçasını da ekleyip, 1 dakika kadar daha kavurun. Ardından tencereye doğranmış havuçları ekleyin. Son olarak dallarına ayırdığınız karnabaharları da koyun. Sebzelerin hizasına gelecek kadar sıcak su ekleyin. Tuz ve karabiberi de koyup, karıştırıp, kaynamaya bırakın. Hazırladığınız kıymalı karnabahar yemeğini yaklaşık 25-30 dakika kadar kısık ateş üzerinde pişirin."
Unlu Patlıcan Kızartması,ana yemek,patlıcan yumurta un kabartma tozu tuz sıvı yağ,"Patlıcanın kabuğunu alacalı soyun. 1 cm kalınlığında halkalar halinde kesin. Bir kaba 1 adet yumurta kırın. Üzerine damak tadınıza göre tuz, 2 yemek kaşığı un ve 1 çay kaşığı kabartma tozu ekleyin. Karışımı tel çırpıcı ile iyice çırpın. Kestiğiniz patlıcan dilimlerini unlu yumurtalı karışımın içine koyun. Patlıcan dilimlerini arkalı önlü karışıma bulayın. Buladığınız patlıcanları kızgın yağ içine koyun. Patlıcanları arkalı önlü kızartın."
Yeşil Mercimek Yemeği,ana yemek,yeşil mercimek domates salçası soğan sarımsak zeytinyağı sıcak su tuz karabiber kırmızı pul biber,"Mercimeğin üzerine 4 su bardağı su dökün. Mercimekler hafifçe yumuşayana kadar haşlayın. Haşlanan mercimeğin suyunu süzüp, 1-2 kere yıkayın. Tekrar aynı tencerenin içine yarım çay bardağı zeytinyağı koyun. Üzerine 1 adet ince ince doğranmış soğan ve 3 diş ince ince doğranmış sarımsak ekleyin. Soğan ve sarımsağı yaklaşık 2 dakika kavurun. Kavrulan soğan ve sarımsağın üzerine 2 yemek kaşığı domates salçası koyun. Salçanın hafifçe kokusu çıkana kadar sürekli karıştırarak, kavurun. Daha sonra tencereye haşladığınız yeşil mercimeği, damak tadınıza göre tuz, karabiber ve kırmızı pul biber ekleyip, karıştırın. Son olarak tencereye 3 buçuk su bardağı sıcak su döküp, tekrar karıştırın. Ardından yeşil mercimek yemeğini kaynamaya bırakın. Kaynadıktan sonra ocağın altını kısıp, mercimekler yumuşayana kadar pişirin. Yeşil mercimek yemeği piştikten sonra 5 dakika dinlenmeye bırakın. Daha sonra sıcak olarak servis edebilirsiniz."
Yoğurtlu Kabak Kızartması,ana yemek,kabak yoğurt sarimsak tereyağı dolusudomates salçası tuz sıvı yağ,"3 adet orta boy kabağı yıkayıp, çatal ile üzerine çizikler yapın. Kabakları halkalar halinde çok kalın ve çok ince olmayacak şekilde dilimleyin. Geniş derin bir tencere içine sıvı yağ koyup, kızdırın. Halkalar halinde dilimlediğiniz kabakları kızgın yağ içine koyup, arkalı önlü kızartın. Kızaran kabakları havlu kağıt serili bir tabak üzerine alıp, yağının süzülmesini sağlayın. Bir kase içine 1 buçuk su bardağı kadar yoğurt koyun. Yoğurdun üzerine 1 diş rendelenmiş sarımsak ve damak tadınıza göre tuz ekleyip, çırpıcı yardımı ile iyice çırpın. Kabakları yayvan bir servis tabağı üzerine güzelce dizin. Üzerine çırptığınız sarımsaklı yoğurdu gezdirerek, dökün. Küçük bir tava içine 1 yemek kaşığı tereyağı koyup, eritin. Eriyen yağın üzerine 1 tatlı kaşığı dolusu domates salçası koyun. Salçanın kokusu çıkana kadar yaklaşık 1 dakika kavurun. Hazırladığınız yoğurtlu kabak kızartmasının üzerine salçalı sosu döküp, servis edebilirsiniz."
Yoğurtlu Pırasa Kavurması,ana yemek,pırasa soğan sarımsak zeytinyağı su karabiber kırmızı pul biber tuz yoğurt tereyağı kırmızı toz biber,"Pırasayı ayıklayıp yıkayın. Pırasayı halkalar şeklinde doğrayın. Tencereye zeytinyağı, soğan ve sarımsak koyun. Soğan ve sarımsağı 2 dakika kavurun. Pırasa, tuz, karabiber ve kırmızı pul biber ekleyin. 1-2 dakika kavurun. Su dökün ve karıştırın. Tencerenin kapağını kapatın ve pırasalar yumuşayana kadar pişirin. Yoğurt ve tuz ekleyip çırpın. Pırasa kavurmasını servis tabağına alın. Üzerine yoğurt dökün. Tereyağında kızdırdığınız kırmızı toz biber ile süsleyin."
Yumurtalı Çiriş Otu Kavurması,ana yemek,çiriş otu soğan yumurta zeytinyağı tuz karabiber,"Çiriş otunun kök kısmında olan beyaz zar kısmını eliniz ile sıyırın. Uç kısımlarını biraz kesip, atın. Çiriş otlarını ince ince doğrayın. Çiriş otlarını bolca su içinde yıkayıp, süzün. Tava içine zeytinyağı döküp, ısıtın. Isınan yağın üzerine soğan koyup, 1-2 dakika sürekli karıştırarak, kavurun. Kavrulan soğanın üzerine çiriş otlarını ekleyin. Çiriş otlarını orta ateş üzerinde 4-5 dakika sürekli karıştırarak, kavurun. Tavanın kapağını kapatın. Çiriş otunu orta kısık ateş üzerinde iyice yumuşayıp, suyunu çekene kadar ara ara karıştırarak, pişirin. Çiriş otu piştikten sonra damak tadınıza göre tuz ve karabiber ekleyip, karıştırın. Son olarak çiriş otunun üzerinde boşluklar açın. Tavanın içindeki boşluklara yumurtaları tek tek kırın. Tavanın tekrar kapağını kapatıp, kısık ateş üzerinde yumurtaların pişmesini sağlayın."
Zeytinyağlı Karnabahar Yemeği,ana yemek,orta boy karnabahar büyük boy patates büyük boy havuç orta boy kuru soğan domates salçası zeytinyağı kesme şeker sıcak su tuz,"Geniş bir tencere içine yarım çay bardağı kadar zeytinyağı koyup, ısıtın. Yağın üzerine doğranmış soğanı koyup, 2 dakika kadar kavurun. Kavrulan soğanın üzerine küpler halinde doğranmış patates ve havucu ekleyip, 1 dakika kavurun. Daha sonra sebzelerin üzerine 1 yemek kaşığı domates salçası koyun. Salçanın hafifçe kokusu çıkana kadar kavurun. Ardından tencereye dallarına ayırdığınız karnabaharları, 1 adet kesme şeker ve damak tadınıza göre tuz koyun. Son olarak karnabaharların hafifçe üzerine gelecek kadar sıcak su dökün. Karıştırıp, kaynamaya bırakın. Kaynadıktan sonra kısık ateş üzerinde sebzeler yumuşayana kadar pişirin. Zeytinyağlı karnabahar yemeği piştikten sonra 15-20 dakika kadar dinlenmeye bırakın. Daha sonra servis edebilirsiniz."
Dondurucudan Çıkan Bamya Nasıl Pişirilir,ana yemek,dondurulmuş taze bamya kuru soğan zeytinyağı domates salçası limon suyu tuz,"Orta boy bir tencere içine 1 adet küçük boy ince ince doğranmış soğan koyun. Üzerine 4 yemek kaşığı zeytinyağı döküp, 2 dakika kadar kavurun. Kavrulan soğanın üzerine 1 çay kaşığı domates salçası koyun. Salçanın hafifçe kokusu çıkana kadar kavurun. Tencereye yarım limon suyu, damak tadınıza göre tuz ve yarım su bardağı kadar su döküp, kaynamaya bırakın. Kaynayan suyun içine dondurucudan çıkarttığınız bamyayı koyun. Tencerenin kapağını kapatıp, kısık ateş üzerinde, bamyayı hiç karıştırmadan, donmuş bamyanın buzu kendiliğinden çözülene kadar bekleyin. Yaklaşık 5 dakika kadar sonra tencerenin kapağını açıp, hafifçe karıştırın. Kısık ateş üzerinde bamyalar yumuşayana kadar pişirin."
Fırında Beşamel Soslu Karnabahar,ana yemek,karnabahar süt tuz tereçağ un süt karabiber kaşar peynir kırmızı toz biber tereçağ,"Karnabaharları dallarına ayırın ve derin bir tencereye koyun. Karnabaharların üzerine 4 yemek kaşığı süt ve üzerlerine çıkacak kadar su dökün, az miktar tuz serpiştirin. Karnabaharları orta ateş üzerinde hafifçe yumuşayana kadar yaklaşık 20 dakika haşlayın. Karnabaharlar yumuşadıktan sonra suyunu süzün. Beşamel sosu için tereçağı eritin, un ekleyin ve 2 dakika kavurun. Unun üzerine sütü azar azar dökün ve sürekli karıştırın. Beşamel sos koyulaşıncaya kadar kısık ateşte 2-3 dakika kaynatın. Tuz ve karabiber ekleyin. Haşladığınız karnabaharları orta boy bir fırın kabı içine dizin. Üzerine beşamel sosu dökün ve güzelce yayın. Karnabaharın üzerine bolca rendelenmiş kaşar peynir serpiştirin. Kaşar peynirlerin üzerine kırmızı toz biber serpiştirin. Küçük küçük parçalar halinde 1 tatlı kaşığı kadar tereyağı ekleyin. Önceden ısıtılmış 180 derece fırına verip, 10-15 dakika kadar pişirin."
Garnitürlü Kereviz Yemeği,ana yemek,kereviz garnitür soğan portakal suyu zeytinyağı toz şeker tuz,"Geniş bir tencere içine yarım çay bardağı zeytinyağı koyun. 1 adet küçük boy ince ince doğranmış soğan ekleyip, 2 dakika kadar kavurun. Ardından tencereye doğranmış kerevizleri de koyup, 1 dakika daha kavurun. Daha sonra tencereye 1 adet küçük boy suyu süzülmüş garnitürü ekleyin. Garnitürü kerevizler ile beraber 1-2 kere karıştırın. Son olarak tencereye 1 su bardağı portakal suyu, 1 yemek kaşığı silme toz şeker, damak tadınıza göre tuz ve sebzelerin üzerine hafifçe çıkacak kadar su ekleyip, karıştırın. Garnitürlü kereviz yemeğini kaynamaya bırakın. Kaynadıktan sonra ocağın altını kısın. Kerevizler yumuşayana kadar yaklaşık 25 dakika pişirin. Garnitürlü kereviz yemeği piştikten sonra ocaktan alıp, oda ısısında soğumaya bırakın. İsteğe göre üzerini ince ince doğranmış dereotu ile süsleyerek, servis edebilirsiniz."
Isırgan Otu Kavurması,ana yemek,ısırgan otu zeytinyağı soğan domates salçası pirinç sıcak su tuz yoğurt,"Isırgan otunu bol su içinde yıkayıp, süzmeye bırakın. Suyu süzülen ısırgan otlarını bıçak yardımı ile ince ince doğrayın. Tencere içine zeytinyağı döküp, ısıtın. Soğanı sürekli karıştırarak, 1-2 dakika kavurun. Kavrulan soğanların üzerine domates salçası ekleyin. Doğradığınız ısırgan otlarını tencere içine koyun. Otların üzerine pirinç serpiştirin. Isırgan otlarını 3-4 kere karıştırıp, damak tadınıza göre tuz ve yarım su bardağı kadar sıcak su ekleyin. Tencerenin kapağını kapatın. Kısık ateş üzerinde pirinçler şişene kadar pişirin. Isırgan otu kavurması piştikten sonra ocak üzerinden alıp, kenarda ılımaya bırakın. Üzerine 1 su bardağı çırpılmış yoğurt döküp, servis edebilirsiniz."
Kabak Yemeği,ana yemek,kabak soğan pirinç domates salçası zeytinyağı sıcak su dereotu tuz,"Orta boy geniş bir tencere içine 4-5 yemek kaşığı zeytinyağı koyun. Üzerine ince ince doğranmış soğanı ekleyip, 2 dakika kavurun. Ardından kavrulan soğanların üzerine 1 yemek kaşığı domates salçası ekleyin. Salçanın kokusu çıkana kadar yaklaşık 1 dakika kavurun. Daha sonra tencere içine dilimlediğiniz kabakları koyun. Kabakları ara ara karıştırarak, 5 dakika kadar kavurun. Ardından kabakların üzerine 2 yemek kaşığı pirinç ve damak tadınıza göre tuz koyun. Son olarak yemeğin üzerine 2 su bardağı kadar sıcak su döküp, karıştırın. Tencerenin kapağını kapatın. Kısık ateş üzerinde pirinçler şişip, kabaklar hafifçe yumuşayana kadar yaklaşık 20 dakika pişirin. Kabak yemeği piştikten sonra ocaktan alıp, ılımaya bırakın. Daha sonra üzerine 1 tutam ince ince doğranmış dereotu serpiştirip, yanında yoğurt ile servis edebilirsiniz."
Karamelize Mantar ve Karışık Sebzeli Mücver,ana yemek,küçük boy kültür mantarı orta boy soğan sarımsak tereyağı zeytinyağı limon suyu maydanoz tuz kekik orta boy kabak orta boy patates orta boy havuç yumurta dereotu taze soğan un kabartma tozu karabiber sıvıyağ,"Karamelize mantar için kültür mantarının kabuğunu soyup, nemli bir bez ile temizleyin. Orta boy soğanı minik minik doğrayın. Orta boy geniş bir tava içine tereyağı ve zeytinyağı koyup, ısıtın. Yağın üzerine doğranmış soğanı ekleyin ve yumuşayana kadar kavurun. Kavrulan soğanın üzerine mantarları ekleyin ve kararmamaları için üzerlerine limon suyu sıkın. Mantarların rengi karamelize olana kadar orta ateş üzerinde sürekli karıştırarak, pişirin. Mantarların karamelize olmasına yakın üzerine sarımsak ekleyin ve kısa bir süre daha kavurmaya devam edin. Yeterince karamelize olan mantarların üzerine tuz ve kekik ekleyip, karıştırın. Son olarak maydanoz serpiştirin ve 1-2 kere karıştırıp, ocak üzerinden alın. Karışık sebzeli mücver için kabak, patates ve havucun kabuklarını soyup, rendeleyin. Rendelenmiş sebzelerin üzerine yumurta, dereotu, maydanoz ve taze soğanı ekleyin. Ardından un, kabartma tozu, tuz ve karabiber de ekleyin ve tüm mücver harcını iyice karıştırın. Geniş bir tava içine sıvıyağ koyup, kızdırın ve karışık sebzeli mücver karışımından 1 yemek kaşığı alıp, yağın içine koyun. Üzerlerine hafifçe bastırın ve her iki tarafını iyice pişirin."
Kıymalı Bamya Yemeği,ana yemek,bamya kıyma kuru soğan domates dolusudomates salçası limon suyu zeytinyağı sıcak su tuz,"Bamyaların sap kısmında varsa kalın tüylerini temizleyin. Bamyaları bol suyla yıkayıp, kurulayın. Bamyaların sap kısımlarını bıçak ile sağdan sola doğru döndürerek, kesin. Tepe kısmını huni şeklinde çıkartın. Soğanı ince ince doğrayın ve 1-2 dakika kavurun. Soğanın üzerine kıyma ekleyip, suyunu salıp, çekene kadar kavurun. Kavrulmuş kıymanın üzerine domates salçası koyup, 1-2 dakika kavurun. Salçayı kavurduktan sonra domatesi de ekleyin. Kıymalı harcın üzerine ayıkladığınız bamyaları ve limon suyu koyun. Damak tadınıza göre tuz ve bamyaların hizasına gelecek kadar sıcak su dökün. Tencerenin kapağını kapatıp, bamyalar yumuşayana kadar pişirin."
Patates Sote ve Patlıcan Beğendi,ana yemek,patates kırmızı toz biber kekik tuz karabiber zeytinyağı süt un tereyağı konserve közlenmiş patlıcan rendelenmiş kaşar peynir,"Patatesleri soyup, yıkayın ve küp küp doğrayın. Baharatları ve yağı karıştırın. Patatesleri baharatlı sos ile harmanlayın. Patatesleri tavada pişirin. Tereyağını eritip, una ekleyin ve kavurun. Sütü azar azar dökün ve karıştırın. Koyu bir kıvam alana kadar pişirin. Patlıcan, tuz ve karabiberi ekleyin ve pişirin. Kaşar peynirini ekleyin ve erimesi için karıştırın."
